Btop,Bjungle,Bmid,Bbot,Bsupport,Rtop,Rjungle,Rmid,Rbot,Rsupport,Bwin
136,63,65,100,62,45,37,112,46,143,0
16,57,113,7,66,126,37,112,124,90,1
89,26,133,40,70,2,37,65,38,103,0
40,57,31,46,11,16,36,112,100,87,0
45,36,112,46,66,136,57,83,15,67,0
16,24,40,8,85,93,134,123,27,14,0
112,63,93,98,3,89,36,113,124,117,1
44,36,123,7,90,45,139,83,8,85,1
40,139,2,27,11,45,63,116,48,119,0
29,36,60,127,119,16,57,31,46,101,0
2,36,83,27,77,16,79,40,17,101,0
40,37,112,27,143,16,54,31,48,3,0
45,25,112,98,11,16,63,65,120,101,0
44,25,45,72,3,16,115,88,27,101,1
112,57,1,23,85,37,63,141,27,62,0
40,92,113,27,11,66,61,83,49,119,0
93,61,113,46,85,16,92,17,27,62,1
29,79,123,8,90,16,61,148,27,11,0
65,36,31,27,14,48,63,101,85,16,0
101,36,55,46,85,82,57,112,115,117,1
16,92,115,72,14,84,61,123,48,11,0
16,24,116,48,85,65,63,29,27,114,0
66,37,148,48,90,84,61,83,124,119,0
44,79,17,8,11,84,63,65,100,16,1
44,139,113,7,50,16,61,24,27,85,0
103,79,148,46,3,45,56,44,48,85,0
40,63,116,48,62,32,37,31,27,119,0
29,63,116,8,103,105,57,83,46,114,0
40,63,65,46,119,66,61,112,8,101,1
70,36,112,65,85,134,63,45,46,101,1
93,115,112,48,77,40,63,123,7,119,0
16,36,27,31,117,93,25,73,46,85,0
16,36,148,46,74,65,57,115,123,103,0
16,61,31,48,35,2,92,116,115,3,0
144,28,65,46,11,20,63,141,17,85,0
65,57,31,100,101,68,51,116,27,85,0
65,57,83,146,85,84,54,112,98,62,0
134,37,123,8,42,32,51,112,27,143,0
16,57,112,27,3,65,36,96,127,85,0
16,25,123,27,85,44,37,96,124,90,0
16,61,112,115,85,29,134,65,15,11,0
65,112,93,48,101,17,57,83,100,90,0
44,63,141,98,77,16,79,17,101,85,0
20,37,83,8,101,94,25,88,46,87,0
126,134,148,57,117,65,61,105,98,77,0
16,36,112,100,3,44,134,2,8,35,1
93,79,83,98,62,37,36,53,100,101,1
16,61,123,15,119,38,139,31,27,77,0
40,36,148,27,85,70,24,65,100,101,0
44,92,24,140,100,16,36,113,72,66,0
17,36,113,65,101,140,28,144,98,35,1
97,139,148,48,62,55,36,123,27,114,0
16,79,105,15,74,55,57,97,8,85,1
65,51,116,98,62,68,134,113,7,101,1
89,79,113,8,103,93,36,112,100,101,0
85,35,83,46,74,45,36,2,8,62,0
134,37,123,15,67,2,63,45,47,119,0
40,36,10,46,101,2,57,83,48,3,0
29,25,101,49,119,16,79,83,46,12,0
93,79,148,49,117,16,115,31,46,3,0
65,63,16,8,62,136,36,148,100,14,1
66,36,31,8,35,16,54,112,46,85,0
93,63,101,48,87,134,36,2,27,3,1
16,139,60,27,66,70,92,83,98,77,0
29,134,112,7,50,16,61,83,46,101,0
93,36,148,115,62,126,57,17,46,85,1
40,63,87,46,119,66,139,112,27,62,0
44,37,113,107,50,2,79,65,15,77,0
16,139,123,27,62,38,36,83,100,101,0
101,61,2,46,3,16,79,141,8,114,0
45,79,123,15,74,68,61,31,46,85,1
55,63,141,98,90,44,139,123,100,3,1
96,134,112,98,62,16,24,31,100,3,0
2,115,101,27,90,70,79,132,8,85,0
93,54,2,8,74,68,63,116,48,87,1
40,63,113,124,143,136,24,141,49,90,0
84,24,19,98,90,29,112,52,8,14,0
84,36,113,8,62,2,79,65,27,90,1
84,36,9,147,72,18,54,113,8,66,0
93,61,52,23,42,0,91,53,46,138,0
133,57,148,65,143,40,36,83,124,90,0
40,94,150,146,12,32,81,52,100,13,0
2,54,52,100,119,45,81,83,46,42,1
97,92,93,146,90,133,35,140,46,12,1
93,57,31,9,100,16,104,141,27,101,1
86,56,60,48,119,2,36,64,100,90,1
32,57,145,27,11,88,51,34,48,77,0
111,63,40,15,67,106,144,145,47,42,0
29,37,10,140,143,145,26,24,27,11,0
150,57,53,100,119,16,63,145,72,62,0
16,57,2,141,61,93,63,52,7,85,0
145,61,112,27,11,103,79,2,15,62,0
73,112,145,15,50,32,63,65,46,100,0
44,26,145,48,62,66,24,65,107,77,0
93,51,65,7,119,145,25,40,8,114,0
40,36,2,48,77,145,125,19,27,143,0
44,63,145,98,90,68,37,51,141,100,0
134,25,123,15,51,44,92,53,72,50,0
140,54,51,141,42,84,63,2,124,66,0
84,63,65,46,119,44,94,17,15,67,1
66,36,83,100,77,45,63,141,120,42,0
94,36,31,72,119,68,54,83,51,100,0
126,63,60,72,50,40,37,51,15,11,0
93,54,141,130,101,16,36,2,27,85,0
68,56,60,120,85,40,57,2,72,11,0
44,24,141,146,101,35,36,16,48,90,0
136,28,65,98,119,45,102,148,48,101,0
40,79,53,49,12,20,63,65,15,77,1
50,79,116,48,149,66,71,53,98,117,0
83,79,141,16,11,134,61,24,8,119,0
16,112,65,8,62,29,63,148,46,130,0
95,79,140,146,3,83,57,32,46,103,1
66,57,87,15,67,44,92,5,124,90,1
93,57,31,9,100,16,104,141,27,101,0
84,51,40,48,62,45,63,141,8,42,0
95,125,83,98,85,44,36,148,48,101,0
133,63,27,145,67,16,79,48,65,90,0
68,36,83,48,77,134,79,52,46,119,1
16,57,60,7,119,95,36,31,51,42,1
16,36,35,100,3,93,92,60,98,62,0
89,24,66,98,90,93,37,83,49,3,0
89,56,66,7,14,93,79,113,46,119,1
134,63,17,48,85,126,35,123,27,90,0
150,24,83,124,85,32,41,2,48,119,1
40,79,93,98,90,66,61,140,27,3,1
68,56,113,49,119,40,26,53,46,74,0
95,144,141,124,74,68,101,115,7,119,1
140,57,115,27,90,136,79,17,8,66,1
105,24,65,27,119,32,103,112,111,85,1
0,115,83,36,85,32,63,65,46,11,1
40,36,83,15,11,16,24,141,65,77,0
103,36,2,15,119,16,56,60,124,90,1
150,92,31,27,143,32,25,2,23,119,0
16,79,31,15,85,68,61,2,8,3,1
36,54,115,48,85,86,51,83,100,77,0
93,37,83,15,90,16,81,6,48,11,0
16,36,52,48,117,44,25,133,72,77,0
29,37,10,140,143,145,26,24,27,11,1
68,36,115,23,119,16,63,2,124,90,1
126,81,68,124,90,136,112,53,141,101,1
136,56,130,23,74,16,81,112,100,119,0
95,144,141,124,74,68,101,115,7,119,0
93,24,40,9,77,84,81,145,15,147,0
93,26,53,8,42,44,51,88,48,62,0
126,54,83,98,87,0,63,9,23,119,0
136,37,31,100,113,66,94,123,98,11,0
93,26,115,46,77,126,81,83,27,11,0
103,37,53,15,100,93,81,112,23,77,0
93,24,40,9,77,84,81,145,15,147,1
136,63,141,9,85,95,26,97,27,109,1
136,63,31,137,90,66,36,113,15,119,1
32,57,52,27,11,44,56,6,51,138,0
44,79,53,128,75,93,81,105,98,12,0
73,36,128,141,50,16,37,31,48,143,0
16,26,53,49,62,93,81,9,46,143,0
89,35,9,98,77,134,63,148,51,100,1
68,79,65,15,50,93,108,112,46,138,0
16,36,10,124,90,44,25,53,140,35,0
141,54,38,8,62,16,63,65,48,36,0
55,79,88,8,77,84,36,9,46,90,0
133,92,145,140,85,16,25,2,8,119,1
45,36,2,98,143,44,94,112,100,119,0
68,56,113,49,119,40,26,53,46,74,1
40,63,17,48,66,118,37,16,46,42,0
39,61,60,17,50,126,92,9,98,85,0
16,79,146,8,50,29,36,9,100,66,0
73,79,116,27,143,126,24,9,48,119,1
148,57,97,8,50,2,36,9,27,11,0
16,28,52,100,90,93,36,83,23,62,1
150,112,36,23,70,17,61,53,48,3,0
36,79,35,48,12,126,57,113,23,42,0
95,63,24,98,77,16,61,9,15,100,0
40,26,65,72,62,55,36,53,27,50,1
66,26,150,8,87,112,92,17,49,119,1
150,92,66,128,143,16,79,17,100,50,1
93,79,123,48,87,2,36,148,49,90,0
103,25,145,15,50,120,26,93,48,119,0
16,92,112,72,62,141,37,2,15,66,1
2,37,145,15,67,56,51,85,27,62,1
150,102,60,72,117,16,94,83,100,62,1
95,26,112,46,90,29,56,97,48,85,0
33,102,60,8,50,122,57,83,72,66,0
44,57,118,48,62,68,79,141,15,119,0
150,36,83,100,14,18,37,113,124,77,1
150,63,6,7,119,103,37,83,100,62,0
134,37,40,113,11,68,56,24,48,87,0
33,102,60,8,50,122,57,83,72,66,0
150,56,83,98,90,63,54,141,124,66,1
112,43,150,27,90,68,79,141,146,62,1
16,25,145,100,114,32,79,80,36,77,0
45,79,2,27,12,141,24,40,107,11,1
84,36,60,46,3,2,79,65,7,62,0
134,61,83,98,90,22,36,123,124,143,1
136,61,48,150,85,95,71,86,98,117,1
40,56,52,100,11,84,36,2,98,90,1
40,63,65,15,119,89,79,145,27,66,1
16,36,35,100,3,93,92,60,98,62,0
68,134,31,27,77,2,63,40,48,117,0
84,61,65,128,143,40,94,53,124,66,0
32,36,120,24,90,16,92,123,65,143,1
134,24,60,15,119,32,54,2,36,100,0
106,63,17,100,101,84,61,113,98,62,0
16,126,148,48,103,32,51,36,124,90,0
70,26,146,65,143,134,51,66,98,90,1
29,37,97,27,87,95,63,83,46,85,0
44,36,2,46,119,16,61,60,100,50,0
84,36,2,7,66,68,57,83,49,119,0
35,79,77,98,85,145,51,0,27,14,1
29,36,83,27,143,35,26,145,98,85,1
16,94,51,48,66,29,56,24,27,11,0
45,79,24,23,85,68,36,138,27,11,1
101,37,123,51,85,84,79,140,124,90,0
95,92,10,72,148,32,82,138,8,13,0
44,92,112,124,67,16,36,132,113,11,0
86,56,60,48,119,2,36,64,100,90,0
84,61,53,15,67,32,79,113,124,31,0
101,57,17,46,12,65,63,83,72,119,0
65,63,60,46,42,68,36,64,8,50,0
78,54,60,98,101,44,36,64,8,11,0
150,36,83,100,14,18,37,113,124,77,0
112,24,65,100,101,73,61,83,15,66,0
40,57,148,27,11,141,36,97,8,77,0
84,51,40,48,62,45,63,141,8,42,0
0,79,40,23,42,35,94,83,124,75,0
9,92,52,48,147,126,26,45,98,77,0
29,92,113,23,74,40,63,65,49,42,0
34,36,113,98,85,40,63,96,15,119,1
29,61,60,48,101,95,79,2,23,62,0
35,36,148,8,50,122,79,93,15,74,0
94,92,148,48,77,136,36,150,8,119,0
16,36,113,100,101,29,79,52,46,102,0
150,92,31,27,143,32,25,2,23,119,0
84,36,60,46,3,2,79,65,7,62,0
96,57,16,38,149,44,22,52,100,42,0
2,61,65,98,77,32,56,68,38,102,0
0,63,64,48,62,125,61,83,98,77,0
103,26,65,124,90,84,36,83,8,11,0
103,61,52,7,119,93,79,123,70,100,0
97,54,44,48,109,101,51,65,27,11,1
101,63,112,46,13,126,24,43,27,109,0
112,37,40,46,109,122,25,35,98,67,0
84,24,145,27,109,112,56,83,98,77,1
134,112,65,7,109,93,51,53,100,12,1
105,37,113,7,66,150,63,65,27,109,0
136,134,113,23,42,66,36,65,109,67,0
29,92,133,109,90,40,26,83,46,85,1
89,36,2,46,42,84,85,21,109,117,0
84,63,141,15,143,44,26,123,8,85,1
103,108,83,46,90,141,79,60,98,109,0
73,36,141,100,101,16,26,93,98,90,0
44,63,24,40,85,16,26,65,130,147,1
32,63,65,100,11,150,37,97,27,87,0
16,79,113,45,85,44,36,24,27,101,0
84,36,24,8,85,29,79,123,72,101,0
16,79,83,100,90,20,63,2,27,62,1
93,112,146,48,103,68,36,17,27,85,0
93,25,51,46,85,134,56,2,124,90,1
68,25,116,72,119,16,26,40,27,109,0
16,63,97,98,117,126,51,65,48,77,0
29,57,52,115,119,44,36,2,100,77,1
44,37,10,27,50,16,79,66,128,14,0
16,57,112,48,100,134,36,83,8,11,1
89,26,129,100,13,93,79,83,124,66,1
68,37,24,48,119,32,79,113,8,77,0
65,25,2,23,119,32,92,24,48,66,0
16,35,65,48,77,141,63,40,128,87,1
68,63,145,137,90,144,36,140,51,87,0
133,57,112,27,87,103,63,140,111,119,1
65,36,44,51,109,103,28,141,48,77,0
16,51,65,15,109,68,36,83,8,3,0
70,51,145,27,103,112,37,66,124,3,0
84,79,65,100,62,98,36,97,8,114,1
65,25,2,23,119,32,92,24,48,66,0
22,103,66,15,101,134,102,2,48,85,1
32,36,83,7,119,65,101,24,124,90,0
150,92,31,27,143,32,25,2,23,119,0
45,102,2,27,143,34,35,65,48,90,0
101,51,44,100,85,134,25,65,46,90,0
65,25,2,23,119,32,92,24,48,66,0
44,61,113,15,9,16,63,83,8,42,0
16,92,17,8,66,65,57,148,27,109,0
134,79,141,100,101,68,37,112,46,11,0
16,102,66,48,90,93,92,145,27,87,0
36,79,35,48,12,126,57,113,23,42,0
150,92,31,27,143,32,25,2,23,119,1
16,92,17,8,66,65,57,148,27,109,1
145,79,141,124,66,101,63,53,100,90,0
93,79,123,48,87,2,36,148,49,90,0
65,61,83,5,12,29,144,17,100,42,0
16,63,113,23,42,93,36,24,48,66,1
150,82,10,15,66,32,92,83,46,42,0
40,26,2,7,62,134,112,65,100,114,0
16,57,2,46,77,140,37,83,27,90,0
16,36,52,48,117,44,25,133,72,77,0
150,35,66,124,119,136,92,42,46,62,0
89,92,146,124,143,44,63,2,48,100,1
101,79,123,46,119,2,36,97,8,149,0
140,24,66,40,90,106,63,65,27,11,0
150,61,123,17,3,45,37,31,27,11,0
40,92,66,15,11,136,57,148,146,87,1
66,57,60,48,77,40,92,2,27,143,0
122,51,40,48,42,134,63,65,27,143,0
29,112,133,27,114,95,51,96,100,119,0
2,37,113,98,62,112,92,65,27,117,0
112,63,45,124,90,68,26,65,23,85,0
44,26,65,27,11,33,92,66,100,77,0
16,63,24,124,143,84,79,141,8,110,0
16,63,83,65,85,93,25,133,98,86,0
96,56,2,100,77,44,63,145,27,90,0
101,63,83,15,14,105,35,65,98,62,0
112,36,65,27,85,68,57,113,48,66,0
150,37,83,100,11,70,57,113,8,77,0
103,85,113,57,46,84,94,148,48,101,0
150,92,31,27,143,32,25,2,23,119,0
40,63,65,15,119,89,79,145,27,66,0
93,36,112,146,11,66,37,2,46,77,0
89,56,66,7,14,93,79,113,46,119,0
40,36,60,100,62,84,51,65,57,27,0
73,36,128,141,50,16,37,31,48,143,0
148,57,97,8,50,2,36,9,27,11,0
73,36,141,100,101,16,26,93,98,90,0
40,35,129,27,42,16,57,83,51,3,0
44,79,141,51,85,24,57,65,98,119,0
36,79,35,48,12,126,57,113,23,42,0
84,36,123,98,119,150,56,141,100,114,1
136,36,2,13,3,16,63,123,128,14,1
103,79,40,100,77,94,61,17,124,117,0
44,63,2,124,102,40,56,31,51,62,0
16,92,148,46,12,66,57,31,8,87,0
34,54,113,8,77,134,79,105,98,143,0
66,144,40,46,138,93,102,60,51,100,0
29,63,40,72,119,65,24,2,124,143,1
101,37,60,27,143,84,63,65,124,90,0
68,36,52,27,143,112,24,65,98,87,0
150,63,6,7,119,103,37,83,100,62,0
103,36,97,124,50,78,94,65,8,3,0
150,41,1,8,90,16,56,83,100,62,0
16,24,145,100,66,2,94,64,27,143,0
45,79,112,98,117,66,37,24,7,90,0
2,81,65,46,74,68,63,93,8,119,0
16,24,113,98,62,44,37,66,124,90,0
40,63,17,48,66,118,37,16,46,42,0
140,63,105,124,90,76,57,66,46,11,0
68,134,31,27,77,2,63,40,48,117,0
66,36,60,8,101,68,61,133,100,3,0
106,57,59,8,66,95,36,83,15,143,0
66,71,17,27,42,134,36,24,46,50,0
66,63,65,46,11,40,115,50,124,85,0
16,79,83,100,90,20,63,2,27,62,0
126,26,83,27,85,93,79,65,15,101,0
133,54,2,7,66,97,26,84,98,119,0
136,35,24,100,101,126,36,97,146,11,0
16,63,113,23,42,93,36,24,48,66,0
44,61,83,100,11,16,57,66,133,87,0
16,92,112,72,62,141,37,2,15,66,0
150,63,6,7,119,103,37,83,100,62,0
32,57,145,27,11,88,51,34,48,77,0
68,82,2,8,66,32,24,123,15,11,0
32,79,65,46,119,94,57,17,48,90,0
103,85,113,57,46,84,94,148,48,101,0
0,63,36,130,12,106,57,60,15,119,0
2,79,141,46,90,122,24,65,48,119,0
84,92,146,46,85,66,24,2,8,14,0
16,63,148,8,119,134,79,31,46,11,0
2,106,60,98,11,29,94,112,48,90,1
93,36,115,53,119,45,51,127,141,87,1
16,99,141,128,66,101,63,68,48,62,0
134,26,24,124,85,101,54,96,48,42,0
106,71,148,59,66,44,61,65,27,11,0
103,63,65,46,42,17,61,29,124,66,0
16,36,130,27,11,93,61,60,72,90,0
16,63,2,46,77,140,26,83,65,101,0
18,36,141,27,90,150,24,84,65,3,1
40,92,112,65,50,68,54,83,27,90,0
84,36,24,8,85,29,79,123,72,101,1
66,56,65,8,114,133,36,38,72,42,1
16,63,97,98,117,126,51,65,48,77,0
134,79,130,46,119,44,82,97,15,74,0
16,28,52,100,90,93,36,83,23,62,1
112,61,65,27,109,93,63,96,49,85,0
101,37,60,27,143,84,63,65,124,90,0
150,63,6,7,119,103,37,83,100,62,1
0,79,146,15,11,126,56,17,23,87,0
84,24,27,48,11,0,134,112,46,85,0
16,36,123,15,11,122,51,150,7,119,0
29,79,51,65,85,141,57,17,100,114,0
65,51,53,23,101,45,63,64,27,3,0
55,36,112,27,87,16,104,17,137,90,0
16,36,2,113,11,40,35,97,100,114,0
16,37,97,8,90,73,24,65,46,114,0
73,36,80,51,101,103,37,2,48,117,0
44,79,65,100,66,33,61,2,8,11,0
133,79,141,65,119,44,63,2,48,62,0
96,63,65,15,67,122,24,113,124,90,0
29,92,113,23,74,40,63,65,49,42,0
16,24,52,98,14,126,112,97,27,90,0
16,28,145,59,90,93,36,148,124,66,0
66,79,106,23,77,55,54,2,127,11,0
134,61,113,46,85,16,63,36,100,114,0
56,79,145,46,11,93,115,141,7,100,1
88,24,40,98,62,106,79,145,100,114,0
29,24,68,98,50,65,61,126,15,11,0
68,57,10,46,147,66,63,2,27,50,0
68,25,116,72,119,16,26,40,27,109,1
44,79,141,51,85,24,57,65,98,119,1
10,36,103,49,119,83,56,66,98,42,0
114,56,129,15,74,103,26,140,46,50,0
32,36,83,7,119,65,101,24,124,90,0
40,26,65,72,62,55,36,53,27,50,0
134,144,129,23,42,103,92,2,8,90,0
32,79,65,46,119,94,57,17,48,90,0
29,79,130,8,14,65,51,141,49,90,0
84,92,31,46,90,93,79,148,23,119,0
33,57,2,98,87,44,92,52,48,77,0
103,25,145,15,50,120,26,93,48,119,0
45,24,97,23,119,36,112,9,27,101,0
29,63,40,72,119,65,24,2,124,143,0
40,63,19,47,119,16,79,60,46,74,0
35,26,145,124,90,70,79,141,15,11,1
45,79,52,48,11,68,24,140,27,42,0
150,112,66,8,90,93,24,148,46,50,0
126,56,31,51,85,128,26,40,8,114,0
93,63,83,72,3,68,36,2,8,90,0
124,57,150,113,85,96,61,24,140,87,0
103,24,83,8,85,40,79,123,15,11,0
16,63,27,98,90,65,51,84,48,85,0
40,63,17,48,90,16,51,65,46,85,0
150,37,83,100,11,70,57,113,8,77,1
66,79,145,48,14,29,57,148,24,90,0
95,79,65,15,85,16,81,145,48,143,0
84,36,113,8,62,2,79,65,27,90,0
70,92,53,145,50,101,61,2,46,66,0
84,36,24,8,85,29,79,123,72,101,0
84,36,24,8,85,29,79,123,72,101,0
93,79,65,100,3,34,63,36,98,77,0
29,63,40,72,119,65,24,2,124,143,0
65,61,83,5,12,29,144,17,100,42,0
150,24,83,124,85,32,41,2,48,119,0
16,36,52,48,117,44,25,133,72,77,0
150,61,123,17,3,45,37,31,27,11,0
93,63,83,72,3,68,36,2,8,90,0
34,37,148,49,85,93,25,65,48,90,0
93,54,2,8,74,68,63,116,48,87,0
44,37,10,27,50,16,79,66,128,14,0
96,57,16,38,149,44,22,52,100,42,0
2,61,65,98,77,32,56,68,38,102,0
95,92,10,72,148,32,82,138,8,13,0
134,112,96,7,85,40,81,24,27,87,0
66,63,150,48,85,101,26,83,72,114,0
136,63,141,9,85,95,26,97,27,109,0
66,36,133,48,117,40,124,17,98,77,0
40,63,17,48,90,16,51,65,46,85,0
66,36,150,7,62,133,25,65,23,119,1
84,57,60,40,119,16,92,65,51,74,0
68,54,83,7,77,103,79,141,107,3,1
0,26,123,65,77,31,61,93,71,14,1
16,56,31,27,11,29,24,122,65,143,0
44,61,146,48,119,45,79,2,124,90,0
16,63,123,27,85,93,79,145,8,77,0
55,61,17,23,75,40,79,60,124,42,0
65,36,24,48,87,93,26,97,27,117,0
103,61,53,124,143,133,37,31,27,11,1
73,36,128,141,50,16,37,31,48,143,0
141,54,38,8,62,16,63,65,48,36,0
84,36,24,8,85,29,79,123,72,101,0
93,79,65,100,3,34,63,36,98,77,0
40,63,17,48,66,118,37,16,46,42,0
29,79,130,8,14,65,51,141,49,90,0
35,26,145,124,90,70,79,141,15,11,0
44,63,2,124,102,40,56,31,51,62,0
45,24,97,23,119,36,112,9,27,101,1
84,92,133,98,62,94,36,96,15,90,0
66,144,141,27,42,94,37,24,130,119,0
29,63,40,72,119,65,24,2,124,143,0
45,79,52,48,11,68,24,140,27,42,0
84,36,2,7,66,68,57,83,49,119,0
150,112,66,8,90,93,24,148,46,50,0
124,57,150,113,85,96,61,24,140,87,0
134,36,2,7,119,103,56,97,46,90,0
103,36,53,65,143,70,79,31,48,62,0
95,92,96,48,85,16,79,65,23,66,0
84,24,19,98,90,29,112,52,8,14,1
2,79,141,46,90,122,24,65,48,119,0
93,94,113,23,75,84,134,50,124,90,0
84,92,146,46,85,66,24,2,8,14,0
16,79,113,45,85,44,36,24,27,101,0
40,79,66,65,85,16,57,17,51,42,0
95,57,96,48,3,32,63,141,98,90,0
98,24,33,65,14,44,57,5,100,11,0
16,92,65,51,42,93,79,133,49,119,0
95,37,112,15,74,136,80,2,98,77,0
29,79,51,65,85,141,57,17,100,114,0
29,63,141,7,101,40,54,65,51,42,0
32,92,66,124,90,105,56,2,23,119,0
55,36,112,27,87,16,104,17,137,90,0
16,57,97,8,42,44,36,17,46,90,0
95,92,96,48,85,16,79,65,23,66,0
141,54,38,8,62,16,63,65,48,36,0
95,92,10,72,148,32,82,138,8,13,0
16,36,2,113,11,40,35,97,100,114,0
44,79,65,100,66,33,61,2,8,11,0
27,25,40,65,4,0,57,112,48,85,0
122,57,2,51,42,40,63,133,8,66,0
93,94,113,23,75,84,134,50,124,90,0
40,79,66,65,85,16,57,17,51,42,0
66,56,65,8,114,133,36,38,72,42,0
101,61,112,146,74,32,36,2,47,119,0
29,92,113,23,74,40,63,65,49,42,0
84,144,141,72,77,103,36,115,51,100,0
150,112,36,23,70,17,61,53,48,3,0
36,79,35,48,12,126,57,113,23,42,0
44,136,83,124,143,73,82,66,8,119,1
95,79,65,15,85,16,81,145,48,143,0
16,54,0,15,74,34,79,98,17,62,0
66,79,106,23,77,55,54,2,127,11,0
134,61,113,46,85,16,63,36,100,114,0
2,61,40,15,11,18,92,65,51,42,0
29,79,130,8,14,65,51,141,49,90,0
112,79,36,124,66,24,54,113,8,100,0
16,28,24,128,143,40,26,27,124,90,1
106,63,97,46,85,35,36,83,8,90,0
88,24,40,98,62,106,79,145,100,114,0
29,24,68,98,50,65,61,126,15,11,0
2,57,65,113,90,84,36,40,48,119,0
68,26,65,23,62,16,36,113,98,77,0
29,79,130,8,14,65,51,141,49,90,1
10,36,103,49,119,83,56,66,98,42,0
45,24,97,23,119,36,112,9,27,101,0
35,26,145,124,90,70,79,141,15,11,0
16,35,68,48,119,44,144,40,51,90,0
44,61,113,15,9,16,63,83,8,42,0
70,94,123,8,109,32,134,60,141,11,1
84,24,19,98,90,29,112,52,8,14,0
140,54,51,141,42,84,63,2,124,66,0
16,79,31,15,85,68,61,2,8,3,0
44,61,24,8,42,134,79,65,72,90,1
66,36,83,100,77,45,63,141,120,42,0
93,54,141,130,101,16,36,2,27,85,0
134,25,148,98,77,150,92,40,8,90,1
44,24,141,146,101,35,36,16,48,90,0
136,28,65,98,119,45,102,148,48,101,0
126,24,145,8,66,29,115,96,27,77,1
83,79,141,16,11,134,61,24,8,119,0
16,112,65,8,62,29,63,148,46,130,0
93,57,31,9,100,16,104,141,27,101,0
84,51,40,48,62,45,63,141,8,42,0
95,125,83,98,85,44,36,148,48,101,0
40,56,113,46,11,16,79,60,15,117,0
66,36,133,48,117,40,124,17,98,77,0
93,26,52,136,11,133,25,16,27,85,0
20,26,141,124,90,16,79,140,46,119,0
95,79,65,15,85,16,81,145,48,143,0
68,36,83,27,77,16,79,31,124,74,0
126,81,150,15,50,105,79,65,8,77,0
150,36,31,100,119,66,79,53,7,74,0
16,56,53,109,114,44,26,150,15,42,0
93,54,141,130,101,16,36,2,27,85,0
68,63,145,137,90,144,36,140,51,87,0
40,63,65,7,119,84,51,101,124,90,0
0,81,123,27,42,2,108,150,48,77,0
32,79,65,46,119,94,57,17,48,90,0
93,61,113,27,13,2,79,65,7,117,0
150,112,36,23,70,17,61,53,48,3,0
84,36,60,46,3,2,79,65,7,62,0
133,79,65,100,50,36,37,19,51,42,0
73,144,40,46,42,44,92,148,124,66,0
36,54,115,48,85,86,51,83,100,77,0
66,26,150,8,87,112,92,17,49,119,0
68,92,83,48,74,45,25,10,100,62,0
68,57,10,46,147,66,63,2,27,50,1
68,79,97,46,77,105,51,145,27,87,1
29,37,10,140,143,145,26,24,27,11,1
120,25,68,46,100,66,79,40,27,90,1
106,26,24,8,14,101,36,112,113,77,0
65,25,35,48,87,84,24,83,40,11,1
32,63,17,7,114,120,79,65,146,85,0
134,63,112,100,62,20,36,6,8,11,0
32,79,65,46,119,94,57,17,48,90,0
40,135,6,100,85,141,26,18,46,114,1
16,57,113,8,11,44,79,141,48,85,1
93,112,65,15,74,134,36,2,8,119,0
40,63,116,128,42,16,134,68,130,3,0
101,63,113,15,74,120,79,9,8,77,0
93,37,53,15,90,44,79,141,100,101,0
93,112,65,15,74,134,36,2,8,119,0
29,26,145,15,90,16,36,31,100,77,0
68,134,31,27,77,2,63,40,48,117,0
93,25,17,8,14,106,104,120,27,85,0
93,26,65,124,67,32,81,6,15,74,0
29,26,145,15,90,16,36,31,100,77,0
93,63,141,146,85,145,112,24,100,77,0
2,92,148,9,101,32,61,24,46,90,0
16,134,6,46,12,87,82,2,124,66,1
93,51,66,46,114,29,54,83,100,85,0
16,36,97,46,77,93,51,65,48,101,1
126,61,148,100,85,32,37,60,15,90,0
133,94,51,7,12,84,36,60,27,115,0
84,51,40,48,62,45,63,141,8,42,1
0,36,2,107,50,37,63,112,100,85,1
136,63,123,46,119,145,79,112,8,85,0
16,57,2,141,61,93,63,52,7,85,0
66,79,145,48,14,29,57,148,24,90,0
40,63,113,46,119,35,79,65,100,77,0
66,56,65,8,114,133,36,38,72,42,1
150,28,53,100,14,86,36,16,7,51,0
66,63,150,48,85,101,26,83,72,114,0
35,36,140,15,3,84,99,141,146,101,1
32,36,83,7,119,65,101,24,124,90,1
66,36,150,7,62,133,25,65,23,119,0
66,79,145,48,14,29,57,148,24,90,1
93,36,123,8,14,29,79,97,46,85,0
27,25,40,65,4,0,57,112,48,85,0
150,92,31,27,143,32,25,2,23,119,0
93,25,148,141,62,16,61,52,147,50,0
145,61,112,27,11,103,79,2,15,62,1
29,25,2,100,50,68,79,136,48,85,0
66,36,60,8,101,68,61,133,100,3,0
84,37,2,98,3,103,144,40,27,67,0
40,4,146,27,90,32,36,83,65,75,0
16,37,51,65,77,126,24,113,7,119,1
16,37,112,48,90,24,36,65,49,67,0
66,43,2,128,143,136,36,52,98,90,0
134,24,60,15,119,32,54,2,36,100,0
126,61,148,100,85,32,37,60,15,90,1
2,54,68,23,62,18,56,60,124,90,0
96,63,65,15,67,122,24,113,124,90,0
44,79,112,124,50,84,63,65,23,42,0
32,57,2,141,90,35,79,65,15,74,0
140,63,105,124,90,76,57,66,46,11,0
68,36,83,98,62,16,63,112,100,114,1
32,63,65,100,11,150,37,97,27,87,1
32,36,120,24,90,16,92,123,65,143,0
106,36,10,8,119,68,24,65,46,114,0
